,H0_Seed167,H1_Seed168,H2_Seed169,H3_Seed170,H4_Seed171,H5_Seed172,H6_Seed173,H7_Seed174,H8_Seed175,H9_Seed176
321,-0.0440413565986092,0.1308560492195279,-0.08217945606025955,-0.041872523840160075,-0.04870043215277412,0.027883431163155566,0.03226204599693375,-0.02334729044709351,0.013578319202046853,-0.03541465606314853
322,-0.04337570239749742,0.13155688019721232,-0.08225306192328814,-0.042173941612457334,-0.04836895853920416,0.030769594253917922,0.032723243623442,-0.019980267889738206,0.011786215674008508,-0.030259460429884835
323,-0.03850311827400637,0.13172404130941348,-0.08199519239616268,-0.042303816749885086,-0.04739301023773103,0.033514585541703834,0.03304997380394917,-0.014776783204817463,0.009957442997245599,-0.02501345113088158
324,-0.03350297228609001,0.13135956042532318,-0.08140856300783662,-0.04226249458549584,-0.04623236981419825,0.03610806982058191,0.0332416018275059,-0.009544278212058855,0.008099548252200042,-0.01969820493866868
325,-0.028397797684214496,0.13046759831845986,-0.08049720223356395,-0.04205100854754857,-0.04489228791929813,0.038540364606488305,0.03329803973241173,-0.004304748749827207,0.00622016476876288,-0.014335488734759221
326,-0.023208716089181552,0.129054425142626,-0.079266431099327,-0.041671073815525296,-0.04337907842713179,0.04080247710585688,0.03321974493023165,0.000920644575512811,0.004326981081372831,-0.008947171160052031
327,-0.017957100674236802,0.12712838844514626,-0.07772283761401091,-0.04112507823827157,-0.04169972781211074,0.04292382626921172,0.03300771663141885,0.007339368050466207,0.0024277097301343576,-0.0035551340504327315
328,-0.012664495203260994,0.12469987285862821,-0.075874246139856,-0.04041607055476973,-0.039861864796458035,0.04706600207709889,0.03266349009003822,0.01508841155873392,0.0005300560343089111,0.0018188159840540068
329,-0.009920615607079247,0.12178125164462472,-0.0737296818313761,-0.03954774596853932,-0.03787372746810767,0.05108773428246851,0.032189128693574584,0.02272969368703032,-0.0013583130354488306,0.007153035478901441
330,-0.009705391458358623,0.11838683029617822,-0.07129933029325769,-0.038524429137575034,-0.03574412800548475,0.05487825354264985,0.031587213932700954,0.0302328420806281,-0.0032297997601792995,0.012426131178312311
331,-0.009452113990720361,0.11453278243732813,-0.06859449262647747,-0.03735105465185424,-0.03348241515502474,0.05842337503134901,0.030860833294190194,0.037568154274823934,-0.005076906226007128,0.017617045889881146
332,-0.009161996937764273,0.11023707828987205,-0.06562753605115851,-0.03603314508095171,-0.03109843461669276,0.0617099675954828,0.030013566130092394,0.044706731239871005,-0.006892264404257543,0.022705142783842697
333,-0.008836405656056034,0.10551940600450598,-0.06241184031281733,-0.03457678668427402,-0.028602487501290203,0.06472600367786151,0.029086275275064348,0.05162059208957494,-0.008668665636771877,0.027670287796620344
334,-0.00847684394269246,0.10024458744256369,-0.05896174009521857,-0.03298860288562121,-0.026005287030872157,0.06746060464205526,0.03152651812181683,0.05828278480117445,-0.010399089407316103,0.03249292980610112
335,-0.008084947477706538,0.09386529438395078,-0.05529246367952715,-0.03127572562301312,-0.02331791366082088,0.06990408132261264,0.03456276452955431,0.06466749250136712,-0.012076731282975432,0.037154178255411716
336,-0.007662476744376546,0.08714179873844534,-0.05142006810410213,-0.029445764693017143,-0.020551768855903416,0.07204796964110567,0.03743983926767831,0.07075013489075616,-0.013695029912692665,0.04163587791200059
